antigüedad_meses,frecuencia_compra,ticket_promedio,llamadas_soporte,dias_ultima_compra,num_productos,gasto_total,edad,churn,genero,plan,region
5.648851016193117,0.24688326055264187,-1.6527528470569177,0.16548939312256028,3.2321192941351766,-4.008158725594599,1.9740915558890222,0.6135941911382554,1,M,premium,sur
0.9608402061549983,-1.6937402524686425,1.3317893162664776,0.18379937299342966,0.36385387816482084,1.1599263086195308,0.37922774478062005,1.914748051410606,1,F,premium,oeste
2.052249935442908,-0.8016199842127152,-1.8387068805412334,-0.1586511834690122,1.2280541659236763,-2.03321071238811,-1.9343704293824313,-3.293399282032858,0,M,basico,centro
-0.0871930643580387,0.7363458240389342,-0.6287022542969727,-0.27888363747316974,2.2335775222307523,0.5014255657368938,2.212448675726136,-0.24740704906252464,1,M,empresarial,centro
7.012708270426588,-2.650330358493248,-2.328618097134343,1.9630858846815047,1.399716224935299,-3.276583850542455,-2.6134353574228713,0.4154842567839543,1,M,premium,sur
1.9506021106045548,-1.6723875264091972,0.33976642209701713,1.3380271627819205,0.5932258983693166,0.06007503109821477,-0.4039009788221888,0.9469516954962341,0,F,basico,norte
0.10126823654460643,-0.4421270067975307,,-1.4471735937410677,1.4772827412637122,-0.12175296591843654,2.9346489656091306,0.7216042410604264,0,M,empresarial,oeste
-5.662672182992856,3.9038788002639815,0.6947299827652161,-0.2521534658435748,-1.8790173450558663,1.542763191749958,2.302426886690193,0.15758136401611555,1,M,empresarial,centro
0.009740026777305122,-0.47677844881465326,0.6471038984691894,-2.184492735051809,-0.06240999888610177,0.6841247581043151,0.3008725534662578,0.9987502746860577,0,M,empresarial,sur
2.6154673720473536,-1.2445143237029246,0.11657824793307858,0.46957889689839183,1.3007346312900518,-1.9213673505772357,-0.3378032445851953,-1.1115193322322936,0,F,premium,centro
-4.139829311120078,-0.38808105939650717,4.537229059006071,2.4372425759242193,1.7741676114670435,3.6704518191005375,4.501426107946309,0.44197448707874065,0,M,premium,oeste
0.4752596339273347,-1.9925264539100047,2.390176672783268,0.128628690654427,-0.5659414567192025,-0.18450527192152388,-0.8106573131386102,-0.15158214694322258,0,M,basico,oeste
5.715538808417105,0.0180369594364429,-1.1962027874894914,-1.173245689947668,3.4722849292973534,-3.41875999355197,2.6267426338086954,1.5835223119368769,1,M,empresarial,este
3.230045870505582,-1.3037400593259414,-1.6050674170752823,-1.9076118069567995,0.3000263237435249,-1.102169489525588,-1.783910055281726,0.5140987470603666,1,M,empresarial,sur
2.3042939896838637,-1.102410760968793,,2.0531401837412075,0.5850884950795833,-0.6393919748395211,-1.70489209336621,-0.4436560752705756,1,F,basico,oeste
-0.4751990806602992,-0.05995684141237678,1.467404114220894,-1.839401584186729,-1.3820361737564646,-0.4026057145127062,-0.22507839637222216,0.5826536179194955,1,M,basico,este
1.7071435338469079,-0.4513920278932426,,2.3391289515689104,0.7186811546593221,-0.0290201763602822,0.4171772712913516,1.4973384921806348,0,F,basico,este
1.3158300148068072,-0.9002754405942968,-0.524659233390417,-0.26432148874017936,0.4430273715158455,-0.8678162629140214,-1.1548398257774979,-1.1965922003037468,0,F,empresarial,centro
