metros2,habitaciones,antigüedad,distancia_centro,numero_pisos,calidad_acabados,precio,zona,tipo
238.49366802598237,4,31,-0.018708756445897416,-0.38851845308888583,0.4070522871245351,244.17927077410002,este,apartamento
186.14882913368214,4,40,0.7436517755401733,-0.20487666386471723,0.28918367311872534,293.5676341191308,este,penthouse
233.94490210068057,4,44,0.40825275571447184,-1.7025836042378404,0.9826909839455139,241.22847754657687,este,penthouse
174.16042595689095,4,28,0.21668311896428621,-0.3033500674771342,1.945195074276933,225.22080376631055,oeste,penthouse
194.45350490664993,4,20,-0.02230028371805305,-0.6888855425754056,0.29964768783734813,196.54313686149445,norte,casa
191.76653563061956,3,33,-0.213442870930208,1.490726136849952,-0.30246968648812833,206.73364657917264,norte,apartamento
114.38088147552412,3,53,-1.0022170189267248,-0.752435237353035,0.5156280884439565,119.50668497223263,este,penthouse
204.27388681412853,3,58,0.08382662792936094,1.4104591452035038,0.6979032725390276,233.3120344175745,oeste,apartamento
138.33656556696684,3,42,1.180989905305672,0.40327456303717174,-2.3140440660001054,223.12032463839435,sur,casa
94.81774740344088,3,39,0.31917451041918043,1.3404504460231446,0.6713400764504657,201.9547331270056,sur,casa
115.4913264731739,3,40,-0.7961368031864954,-0.9500634974661272,0.24309172766069878,98.17466353362816,oeste,casa
208.83546212251787,4,26,-0.7925207384327007,-0.11473644146689901,-0.3345012358409484,209.0467384462298,este,casa
211.7346885038269,2,50,0.24075317948856828,2.601683114180395,0.38115838488277776,262.52443066981624,norte,apartamento
178.01235017093038,2,38,1.2897527540827456,0.6731813512699584,-0.8505204542093001,246.2070957405465,oeste,casa
203.042896842436,3,15,-1.7033824393551547,-0.05554769889661878,-0.08912003951278841,144.72085704432607,sur,casa
177.92041998134644,3,34,-0.9163209190734197,-0.8369207037962799,1.3522026788671444,160.6810776437933,sur,penthouse
120.24112703459322,3,28,-0.42018681709585726,-0.2817846088605072,-0.7677975651041284,126.32003128559239,sur,casa
230.8645224691808,4,25,-1.6834381922209503,-0.8058700664961888,-0.5924642591528942,182.7088248782999,este,penthouse
264.94976558421104,3,26,-1.2070216478572156,-1.0753123930492379,1.1373145423647293,166.25079583311572,sur,casa
239.54346381807844,1,40,0.05586393984449697,-0.30964971398806124,-0.10581875749769788,168.15440505175985,oeste,casa
158.97815572095737,2,27,-0.6292633936927887,1.5337277099164992,1.2358116200069387,182.30041176952562,oeste,penthouse
132.38387317982102,3,27,1.0325462043416573,1.1267051368275833,-0.21492103028873533,232.96026827272783,sur,casa
229.73066046430546,3,65,-2.0634031524794545,-0.3173504922425348,1.0251091525817735,158.62231030469206,oeste,apartamento
87.79385715106893,3,33,-1.3585740152574743,-1.0797363212758484,-0.9665878909853152,87.27371306086366,sur,apartamento
311.3178648220471,2,44,-0.46531045678005334,-0.10594835430413566,0.4676931717654332,235.48332630565432,sur,casa
222.28735030866986,4,28,-1.5839028234857233,0.7604146561442974,-0.047711356141979855,197.8712610542521,norte,apartamento
208.72993804550123,5,49,-1.365824155415439,-0.14896930976729691,-0.24268127681203333,199.42210713113363,este,penthouse
48.93311307085059,4,50,0.7864062119958165,-0.5595462852894689,-1.742947530486665,128.50250127840246,este,casa
182.37564370206903,2,29,-0.6538983883255765,0.02731337985143867,-0.5607609069798603,138.31684619287648,norte,casa
156.26718512390178,3,41,-0.6506425691218269,-0.48712538376469605,-0.8309501164110378,142.97234899016337,norte,penthouse
162.99495493444076,3,40,-0.7239903317426091,-0.19539035117702397,-0.21560957856802238,134.38710456482178,este,penthouse
